ID_Pedido,Fecha_Pedido,Estación,ID_Cliente,Segmento_Cliente,Región,País,Categoría_Producto,Unidades_Vendidas,Precio_Unitario,Ingresos,Costo
3666,2025-09-25,Primavera,C1363,Estándar,Centro,Chile,Electrónica,17,66,1122,695.55
3667,2025-06-25,Invierno,C6244,Estándar,Centro,Chile,Deportes,5,53,265,172.21
3668,2024-07-09,Invierno,C4277,Premium,Centro,Perú,Hogar,7,129,903,500.78
3669,2024-03-13,Otoño,C1776,Premium,Sur,Perú,Hogar,13,137,1781,1059.52
3670,2025-02-09,Verano,C4317,Estándar,Sur,Chile,Deportes,24,64,1536,1063.25
3671,2024-08-24,Invierno,C7226,Económico,Sur,Chile,Ropa,7,65,455,257.94
3672,2025-12-14,Verano,C8293,Estándar,Sur,Chile,Electrónica,14,75,1050,588.96
3673,2025-04-26,Otoño,C9924,Estándar,Centro,Chile,Electrónica,16,102,1632,1139.5
3674,2024-05-08,Otoño,C5752,Económico,Centro,Colombia,Deportes,14,42,588,357.12
3675,2024-12-10,Verano,C9633,Premium,Norte,Chile,Hogar,19,132,2508,1576.03
3676,2024-01-09,Verano,C5076,Estándar,Sur,Perú,Electrónica,13,86,1118,638.84
3677,2025-12-10,Verano,C5953,Económico,Norte,Colombia,Ropa,16,40,640,380.78
3678,2025-08-29,Invierno,C3590,Estándar,Centro,Chile,Hogar,3,90,270,154.77
3679,2024-08-03,Invierno,C9420,Estándar,Norte,Perú,Hogar,6,74,444,286.84
3680,2024-08-18,Invierno,C1003,Estándar,Norte,Colombia,Ropa,9,101,909,648.98
3681,2024-11-01,Primavera,C2490,Premium,Centro,Perú,Hogar,16,162,2592,1592.82
3682,2025-11-08,Primavera,C8604,Estándar,Sur,Chile,Ropa,13,114,1482,820.78
3683,2025-12-28,Verano,C5378,Estándar,Centro,Chile,Hogar,15,97,1455,839.89
3684,2024-04-29,Otoño,C6383,Premium,Norte,Perú,Deportes,13,166,2158,1318.17
3685,2024-05-20,Otoño,C9761,Premium,Norte,Perú,Electrónica,16,151,2416,1333.8
3686,2025-10-06,Primavera,C9192,Económico,Norte,Perú,Electrónica,7,55,385,272.75
3687,2025-10-29,Primavera,C7081,Premium,Centro,Colombia,Ropa,13,150,1950,1165.57
3688,2025-03-05,Otoño,C6643,Premium,Norte,Colombia,Ropa,6,186,1116,690.28
3689,2025-01-27,Verano,C6345,Económico,Norte,Perú,Deportes,16,67,1072,786.21
3690,2025-12-24,Verano,C5175,Económico,Norte,Chile,Electrónica,25,55,1375,824.96
3691,2024-07-17,Invierno,C8993,Económico,Centro,Colombia,Hogar,9,27,243,163.84
3692,2024-07-30,Invierno,C7331,Estándar,Sur,Perú,Hogar,6,75,450,294.75
3693,2025-11-19,Primavera,C9721,Estándar,Centro,Chile,Electrónica,5,107,535,340.06
3694,2025-10-07,Primavera,C7557,Estándar,Norte,Colombia,Hogar,13,65,845,519.26
3695,2024-01-03,Verano,C4449,Económico,Norte,Colombia,Hogar,11,29,319,236.03
3696,2025-12-06,Verano,C6020,Estándar,Centro,Perú,Electrónica,18,119,2142,1523.64
3697,2025-03-18,Otoño,C6061,Premium,Sur,Chile,Hogar,13,190,2470,1732.18
3698,2025-09-22,Primavera,C8976,Premium,Sur,Chile,Ropa,12,187,2244,1632.1
3699,2025-02-14,Verano,C3296,Premium,Centro,Colombia,Hogar,9,164,1476,837.34
3700,2024-02-03,Verano,C9225,Estándar,Sur,Chile,Electrónica,17,67,1139,738.08
3701,2024-05-12,Otoño,C3682,Estándar,Centro,Chile,Deportes,7,52,364,248.07
3702,2024-07-07,Invierno,C3650,Estándar,Norte,Chile,Electrónica,4,68,272,200.29
3703,2024-11-17,Primavera,C2980,Premium,Centro,Chile,Hogar,6,136,816,455.54
3704,2024-11-29,Primavera,C7257,Estándar,Centro,Chile,Hogar,17,68,1156,703.34
3705,2024-06-07,Invierno,C2302,Premium,Centro,Chile,Electrónica,4,121,484,314.84
3706,2025-11-05,Primavera,C4526,Premium,Sur,Chile,Deportes,12,108,1296,770.85
3707,2024-08-22,Invierno,C9048,Estándar,Norte,Perú,Deportes,7,112,784,503.43
3708,2024-06-16,Invierno,C8012,Estándar,Norte,Perú,Deportes,9,67,603,419.46
3709,2025-09-07,Primavera,C4349,Económico,Norte,Perú,Deportes,5,62,310,226.02
3710,2024-05-22,Otoño,C6272,Económico,Centro,Colombia,Electrónica,11,67,737,414.23
3711,2024-11-02,Primavera,C1411,Económico,Norte,Chile,Deportes,14,26,364,234.79
3712,2025-10-12,Primavera,C7030,Premium,Centro,Chile,Deportes,11,167,1837,1135.57
3713,2024-03-19,Otoño,C3554,Estándar,Sur,Colombia,Deportes,17,67,1139,685.53
3714,2024-02-19,Verano,C5514,Estándar,Sur,Perú,Hogar,18,101,1818,1073.11
3715,2025-01-01,Verano,C5300,Premium,Norte,Perú,Hogar,20,121,2420,1508.72
3716,2024-11-25,Primavera,C2454,Premium,Sur,Colombia,Hogar,16,170,2720,1954.13
3717,2024-06-06,Invierno,C1718,Premium,Centro,Colombia,Ropa,7,128,896,582.27
3718,2025-12-20,Verano,C3679,Estándar,Norte,Perú,Electrónica,16,77,1232,782.69
3719,2024-02-29,Verano,C6406,Estándar,Norte,Perú,Hogar,23,79,1817,1344.52
3720,2025-08-11,Invierno,C3576,Premium,Centro,Chile,Electrónica,5,154,770,543.61
3721,2024-09-24,Primavera,C8911,Económico,Sur,Chile,Hogar,9,56,504,300.52
3722,2024-07-25,Invierno,C5314,Estándar,Norte,Colombia,Hogar,8,60,480,300.72
3723,2025-06-18,Invierno,C2946,Premium,Centro,Colombia,Ropa,11,168,1848,1264.33
3724,2025-04-18,Otoño,C3916,Estándar,Sur,Perú,Electrónica,17,75,1275,860.57
3725,2025-10-24,Primavera,C6469,Estándar,Centro,Chile,Hogar,14,66,924,675.34
3726,2024-01-28,Verano,C2271,Premium,Norte,Colombia,Electrónica,17,114,1938,1143.74
3727,2024-09-22,Primavera,C9937,Económico,Sur,Chile,Electrónica,11,35,385,259.82
3728,2025-08-19,Invierno,C9912,Económico,Sur,Perú,Electrónica,9,29,261,176.25
3729,2025-02-04,Verano,C3208,Premium,Norte,Chile,Electrónica,29,188,5452,3288.23
3730,2024-08-13,Invierno,C9765,Premium,Centro,Chile,Ropa,3,103,309,222.16
3731,2024-07-11,Invierno,C4878,Económico,Centro,Perú,Deportes,4,54,216,145.06
3732,2025-08-29,Invierno,C3057,Estándar,Centro,Chile,Electrónica,4,74,296,185.53
3733,2025-10-28,Primavera,C1787,Premium,Centro,Perú,Electrónica,6,155,930,660.02
3734,2025-08-27,Invierno,C7280,Premium,Sur,Perú,Deportes,5,183,915,564.2
3735,2025-10-30,Primavera,C8999,Estándar,Sur,Perú,Hogar,15,93,1395,880.43
3736,2025-06-26,Invierno,C2315,Estándar,Norte,Perú,Ropa,7,92,644,468.28
3737,2025-11-30,Primavera,C4918,Estándar,Centro,Chile,Deportes,10,107,1070,683.2
3738,2024-04-18,Otoño,C2923,Económico,Norte,Chile,Ropa,11,59,649,409.18
3739,2024-09-16,Primavera,C3641,Económico,Sur,Colombia,Electrónica,15,56,840,477.35
3740,2025-09-23,Primavera,C6456,Económico,Sur,Chile,Deportes,8,34,272,169.47
3741,2024-02-25,Verano,C4901,Estándar,Norte,Perú,Ropa,22,53,1166,650.95
3742,2024-09-27,Primavera,C1640,Estándar,Sur,Perú,Electrónica,14,118,1652,945.23
3743,2024-04-04,Otoño,C8076,Premium,Centro,Chile,Ropa,15,118,1770,1290.8
3744,2024-03-15,Otoño,C5698,Económico,Sur,Chile,Hogar,6,68,408,232.58
3745,2025-07-30,Invierno,C9287,Económico,Norte,Chile,Hogar,4,69,276,182.46
3746,2025-12-13,Verano,C5061,Estándar,Centro,Perú,Deportes,15,52,780,474.46
3747,2025-07-22,Invierno,C2346,Premium,Norte,Colombia,Deportes,9,176,1584,885.21
3748,2024-01-27,Verano,C6148,Económico,Sur,Perú,Electrónica,15,45,675,390.05
3749,2024-08-18,Invierno,C1090,Estándar,Norte,Perú,Electrónica,2,96,192,131.4
3750,2025-10-26,Primavera,C8323,Premium,Norte,Chile,Deportes,12,149,1788,1011.44
3751,2024-03-25,Otoño,C7591,Estándar,Sur,Colombia,Electrónica,6,73,438,289.14
3752,2025-10-06,Primavera,C3946,Estándar,Sur,Colombia,Ropa,8,96,768,523.26
3753,2024-01-25,Verano,C4916,Estándar,Norte,Chile,Electrónica,14,94,1316,975.02
3754,2024-09-01,Primavera,C7921,Estándar,Centro,Colombia,Electrónica,14,76,1064,733.35
3755,2024-09-09,Primavera,C9097,Premium,Norte,Colombia,Ropa,11,189,2079,1254.28
3756,2024-08-28,Invierno,C1136,Premium,Sur,Perú,Deportes,8,164,1312,781.64
3757,2025-04-11,Otoño,C2877,Premium,Sur,Colombia,Ropa,8,131,1048,682.59
3758,2024-12-03,Verano,C5592,Económico,Norte,Perú,Electrónica,15,42,630,348
3759,2024-06-08,Invierno,C3772,Premium,Centro,Colombia,Ropa,7,141,987,670.17
3760,2025-02-11,Verano,C9579,Premium,Norte,Chile,Electrónica,22,149,3278,2368.7
3761,2024-10-12,Primavera,C2240,Estándar,Sur,Colombia,Ropa,17,80,1360,756.64
3762,2025-09-09,Primavera,C6402,Estándar,Norte,Chile,Ropa,13,94,1222,840.08
3763,2025-09-21,Primavera,C1162,Estándar,Centro,Chile,Electrónica,13,72,936,579.23
3764,2024-09-28,Primavera,C8912,Premium,Norte,Chile,Hogar,16,120,1920,1265.3
3765,2025-03-05,Otoño,C1022,Económico,Norte,Colombia,Electrónica,5,38,190,130
3766,2025-09-13,Primavera,C7607,Estándar,Norte,Perú,Ropa,5,61,305,208.03
3767,2025-01-04,Verano,C9094,Estándar,Norte,Chile,Deportes,16,85,1360,976.8
3768,2024-06-21,Invierno,C9414,Económico,Norte,Perú,Electrónica,6,22,132,76.08
3769,2024-09-10,Primavera,C9701,Premium,Sur,Chile,Hogar,14,191,2674,1714.64
3770,2024-12-19,Verano,C4029,Estándar,Norte,Perú,Hogar,24,66,1584,1063.49
3771,2025-06-20,Invierno,C6848,Premium,Centro,Chile,Ropa,7,182,1274,871.97
3772,2024-08-06,Invierno,C9431,Económico,Norte,Chile,Electrónica,2,66,132,96.46
3773,2025-04-16,Otoño,C1617,Premium,Norte,Chile,Deportes,14,117,1638,1019.99
3774,2024-09-22,Primavera,C6466,Estándar,Centro,Perú,Deportes,16,92,1472,885.14
3775,2024-03-29,Otoño,C7389,Estándar,Norte,Chile,Ropa,11,102,1122,715.22
3776,2025-05-01,Otoño,C9900,Económico,Norte,Perú,Ropa,15,65,975,558.07
3777,2024-08-26,Invierno,C5165,Premium,Centro,Perú,Deportes,7,182,1274,885.18
3778,2025-09-24,Primavera,C8914,Estándar,Centro,Chile,Deportes,9,97,873,530.03
3779,2024-09-19,Primavera,C2875,Premium,Norte,Chile,Deportes,6,175,1050,657.6
3780,2024-06-27,Invierno,C3651,Estándar,Norte,Perú,Ropa,2,116,232,164.73
3781,2025-02-27,Verano,C6678,Estándar,Norte,Perú,Electrónica,22,69,1518,944.43
3782,2025-01-24,Verano,C3036,Premium,Sur,Colombia,Ropa,16,191,3056,2283.17
3783,2024-10-28,Primavera,C9288,Estándar,Norte,Colombia,Hogar,8,75,600,397.4
3784,2025-12-03,Verano,C9170,Estándar,Sur,Colombia,Ropa,8,59,472,268.54
3785,2025-03-16,Otoño,C7290,Premium,Sur,Colombia,Electrónica,10,172,1720,1008.41
3786,2025-07-29,Invierno,C3455,Estándar,Sur,Perú,Ropa,2,81,162,102.29
3787,2024-06-22,Invierno,C3575,Estándar,Centro,Chile,Hogar,6,58,348,254.93
3788,2025-08-07,Invierno,C1181,Estándar,Centro,Chile,Electrónica,6,115,690,400.3
3789,2024-12-20,Verano,C7356,Premium,Centro,Chile,Deportes,31,183,5673,3695.54
3790,2025-11-19,Primavera,C3863,Estándar,Norte,Perú,Hogar,15,100,1500,1007.82
3791,2024-06-09,Invierno,C4363,Estándar,Norte,Perú,Hogar,6,63,378,227.63
3792,2024-02-03,Verano,C2849,Premium,Norte,Perú,Deportes,14,171,2394,1529.84
3793,2024-01-27,Verano,C5386,Estándar,Centro,Perú,Ropa,17,100,1700,1229.74
3794,2024-01-20,Verano,C8122,Premium,Centro,Chile,Electrónica,17,153,2601,1697.04
3795,2024-01-22,Verano,C7667,Premium,Norte,Chile,Deportes,20,107,2140,1290.13
3796,2024-03-29,Otoño,C7741,Económico,Centro,Perú,Deportes,9,26,234,161.68
3797,2024-11-07,Primavera,C3535,Premium,Sur,Chile,Electrónica,7,192,1344,772.51
3798,2024-11-14,Primavera,C5943,Premium,Centro,Perú,Hogar,9,178,1602,1115.05
3799,2025-10-14,Primavera,C2447,Estándar,Norte,Chile,Electrónica,7,54,378,211.05
3800,2025-03-04,Otoño,C4307,Económico,Norte,Perú,Ropa,10,61,610,383
3801,2024-09-09,Primavera,C3131,Estándar,Centro,Chile,Ropa,12,92,1104,715.11
3802,2024-03-07,Otoño,C5935,Estándar,Centro,Colombia,Electrónica,5,62,310,179.14
3803,2024-04-04,Otoño,C7190,Estándar,Centro,Chile,Deportes,9,71,639,433.13
3804,2025-05-23,Otoño,C4686,Estándar,Norte,Perú,Deportes,12,99,1188,655.2
3805,2024-07-07,Invierno,C5649,Estándar,Norte,Perú,Ropa,6,91,546,405.93
3806,2024-02-02,Verano,C8729,Premium,Sur,Colombia,Hogar,19,188,3572,2049.01
3807,2025-06-03,Invierno,C5903,Estándar,Norte,Colombia,Electrónica,6,60,360,205.5
3808,2024-08-11,Invierno,C4824,Estándar,Norte,Colombia,Electrónica,5,111,555,397.74
3809,2025-11-17,Primavera,C2030,Estándar,Norte,Chile,Electrónica,11,84,924,582.37
3810,2025-07-03,Invierno,C3408,Premium,Norte,Chile,Ropa,7,126,882,506.33
3811,2024-04-05,Otoño,C9551,Premium,Centro,Colombia,Ropa,5,143,715,464.44
3812,2024-10-01,Primavera,C1812,Estándar,Sur,Colombia,Electrónica,7,66,462,284.29
3813,2024-10-01,Primavera,C9411,Estándar,Centro,Colombia,Deportes,17,89,1513,1029.95
3814,2024-07-11,Invierno,C3770,Premium,Centro,Perú,Hogar,3,177,531,302.91
3815,2025-02-21,Verano,C9138,Estándar,Norte,Chile,Hogar,22,72,1584,1091.43
3816,2024-10-16,Primavera,C5657,Estándar,Sur,Perú,Hogar,10,68,680,453.12
3817,2024-02-09,Verano,C3991,Premium,Sur,Colombia,Ropa,14,178,2492,1851.08
3818,2024-08-18,Invierno,C4392,Estándar,Norte,Colombia,Electrónica,10,79,790,506.92
3819,2025-10-07,Primavera,C4298,Estándar,Sur,Colombia,Electrónica,10,56,560,380.91
3820,2025-03-01,Otoño,C2929,Estándar,Sur,Chile,Hogar,9,62,558,314.68
3821,2024-06-25,Invierno,C8743,Premium,Centro,Chile,Deportes,6,158,948,664.35
3822,2024-07-24,Invierno,C3262,Premium,Centro,Colombia,Ropa,8,190,1520,941.96
3823,2024-05-02,Otoño,C4912,Económico,Centro,Chile,Deportes,5,28,140,82.22
3824,2024-09-17,Primavera,C5310,Estándar,Sur,Perú,Electrónica,12,70,840,557.19
3825,2025-09-26,Primavera,C1097,Premium,Centro,Chile,Deportes,17,136,2312,1308.36
3826,2025-04-19,Otoño,C9596,Premium,Centro,Chile,Ropa,12,102,1224,763.25
3827,2024-10-15,Primavera,C4009,Estándar,Sur,Perú,Deportes,10,51,510,372.43
3828,2025-12-08,Verano,C8590,Estándar,Sur,Colombia,Electrónica,17,93,1581,1076.71
3829,2025-07-23,Invierno,C8868,Premium,Sur,Perú,Ropa,8,181,1448,866.45
3830,2025-11-26,Primavera,C9210,Estándar,Norte,Chile,Hogar,14,95,1330,945.96
3831,2025-10-19,Primavera,C4578,Premium,Centro,Perú,Ropa,17,160,2720,1663.37
3832,2024-09-24,Primavera,C6380,Estándar,Norte,Perú,Deportes,10,104,1040,656.69
3833,2025-04-23,Otoño,C6167,Estándar,Centro,Perú,Deportes,6,76,456,320.77
3834,2025-03-09,Otoño,C4710,Económico,Centro,Perú,Ropa,15,65,975,617.92
3835,2025-02-22,Verano,C8787,Económico,Sur,Colombia,Ropa,12,22,264,169.8
3836,2024-03-06,Otoño,C4996,Estándar,Sur,Perú,Electrónica,8,84,672,393.8
3837,2025-12-19,Verano,C7685,Estándar,Norte,Chile,Deportes,25,59,1475,960.65
3838,2025-06-16,Invierno,C9617,Estándar,Norte,Perú,Deportes,8,98,784,449.21
3839,2025-02-19,Verano,C5679,Estándar,Norte,Perú,Hogar,19,77,1463,835.8
3840,2025-09-24,Primavera,C2624,Premium,Centro,Colombia,Electrónica,17,180,3060,1814.42
3841,2024-06-01,Invierno,C4715,Económico,Sur,Perú,Electrónica,4,64,256,168.87
3842,2025-02-15,Verano,C7768,Económico,Centro,Colombia,Hogar,18,69,1242,684.4
3843,2025-09-22,Primavera,C8300,Económico,Sur,Chile,Ropa,7,62,434,294.25
3844,2025-02-13,Verano,C7075,Estándar,Norte,Chile,Deportes,28,64,1792,1179.25
3845,2024-01-08,Verano,C3354,Estándar,Sur,Colombia,Hogar,17,110,1870,1387.11
3846,2024-02-19,Verano,C8891,Estándar,Sur,Chile,Electrónica,25,69,1725,1129.37
3847,2025-03-15,Otoño,C2893,Premium,Norte,Chile,Electrónica,17,139,2363,1334.8
3848,2025-05-14,Otoño,C2738,Económico,Norte,Perú,Electrónica,17,41,697,389.4
3849,2024-05-31,Otoño,C9645,Premium,Sur,Perú,Electrónica,11,141,1551,923.49
3850,2025-01-09,Verano,C2019,Económico,Centro,Chile,Deportes,34,65,2210,1311.02
3851,2025-04-13,Otoño,C3099,Estándar,Sur,Perú,Ropa,15,74,1110,764.92
3852,2024-03-24,Otoño,C1933,Premium,Sur,Chile,Ropa,5,110,550,398.6
3853,2025-01-01,Verano,C1066,Estándar,Centro,Chile,Ropa,16,88,1408,915.41
3854,2025-07-15,Invierno,C6435,Premium,Norte,Perú,Deportes,3,153,459,329.95
3855,2024-12-10,Verano,C2607,Estándar,Centro,Chile,Ropa,16,52,832,564.45
3856,2025-01-25,Verano,C8381,Estándar,Sur,Chile,Electrónica,23,94,2162,1593.11
3857,2025-02-02,Verano,C2975,Estándar,Norte,Colombia,Deportes,15,93,1395,1024.73
3858,2025-08-17,Invierno,C1936,Estándar,Norte,Chile,Hogar,4,106,424,236.95
3859,2025-10-02,Primavera,C5377,Estándar,Norte,Chile,Electrónica,8,59,472,315.26
3860,2024-04-11,Otoño,C3982,Estándar,Sur,Chile,Electrónica,7,78,546,400.61
3861,2024-10-17,Primavera,C9264,Premium,Sur,Perú,Ropa,15,175,2625,1508.06
3862,2025-01-30,Verano,C1225,Económico,Norte,Perú,Electrónica,23,32,736,484
3863,2025-07-03,Invierno,C8386,Económico,Norte,Perú,Deportes,7,27,189,137.93
3864,2025-10-14,Primavera,C5844,Estándar,Norte,Colombia,Electrónica,11,111,1221,836.47
3865,2025-03-11,Otoño,C1183,Premium,Sur,Chile,Deportes,10,136,1360,897.86
3866,2024-12-31,Verano,C5787,Estándar,Centro,Perú,Deportes,16,64,1024,765.99
3867,2025-08-29,Invierno,C4534,Premium,Centro,Perú,Ropa,3,156,468,316.08
3868,2025-10-29,Primavera,C1769,Premium,Sur,Chile,Hogar,13,107,1391,944.41
3869,2024-05-15,Otoño,C9616,Estándar,Centro,Colombia,Ropa,7,80,560,337.94
3870,2025-04-16,Otoño,C1805,Estándar,Centro,Colombia,Ropa,9,103,927,629.38
3871,2024-11-25,Primavera,C5501,Estándar,Sur,Colombia,Ropa,8,63,504,375.58
3872,2024-05-22,Otoño,C6767,Premium,Sur,Chile,Electrónica,14,123,1722,1152.13
3873,2024-10-23,Primavera,C5861,Estándar,Sur,Perú,Ropa,8,64,512,373.4
3874,2025-08-09,Invierno,C5587,Económico,Sur,Chile,Deportes,4,25,100,68.73
3875,2024-05-05,Otoño,C1224,Estándar,Norte,Perú,Electrónica,10,111,1110,640.02
3876,2025-06-25,Invierno,C8831,Premium,Centro,Colombia,Electrónica,7,106,742,461.62
3877,2025-11-22,Primavera,C1624,Estándar,Norte,Colombia,Deportes,15,104,1560,978.03
3878,2025-01-03,Verano,C2320,Económico,Sur,Perú,Deportes,16,34,544,364.37
3879,2024-10-11,Primavera,C9245,Estándar,Sur,Colombia,Electrónica,7,116,812,538.53
3880,2025-08-25,Invierno,C4446,Premium,Centro,Perú,Electrónica,9,107,963,619.17
3881,2024-02-12,Verano,C2056,Premium,Centro,Perú,Electrónica,14,157,2198,1273.41
3882,2024-11-14,Primavera,C9992,Estándar,Centro,Perú,Electrónica,17,111,1887,1285.29
3883,2025-10-02,Primavera,C5461,Estándar,Sur,Colombia,Electrónica,7,64,448,270.52
3884,2024-12-30,Verano,C8682,Económico,Sur,Chile,Electrónica,15,64,960,561.35
3885,2025-05-09,Otoño,C8219,Estándar,Sur,Chile,Ropa,12,117,1404,1038.96
3886,2025-09-20,Primavera,C6993,Estándar,Norte,Colombia,Electrónica,8,61,488,317.1
3887,2025-03-23,Otoño,C4306,Premium,Norte,Colombia,Hogar,15,152,2280,1425.86
3888,2025-12-13,Verano,C7579,Premium,Centro,Chile,Deportes,19,119,2261,1253.45
3889,2025-11-19,Primavera,C2302,Estándar,Norte,Chile,Ropa,5,109,545,340.99
3890,2024-12-06,Verano,C5604,Estándar,Norte,Perú,Ropa,15,71,1065,593.57
3891,2025-04-14,Otoño,C2055,Económico,Centro,Chile,Electrónica,8,48,384,217.27
3892,2025-04-23,Otoño,C7535,Estándar,Norte,Colombia,Electrónica,10,90,900,624.03
3893,2025-06-28,Invierno,C4460,Premium,Sur,Chile,Deportes,1,114,114,82.53
3894,2025-05-24,Otoño,C4319,Premium,Sur,Perú,Electrónica,15,167,2505,1663.77
3895,2024-10-14,Primavera,C5309,Estándar,Centro,Chile,Hogar,12,96,1152,817.48
3896,2024-09-13,Primavera,C6482,Premium,Norte,Chile,Deportes,15,171,2565,1586.46
3897,2025-08-19,Invierno,C3208,Estándar,Sur,Perú,Electrónica,3,116,348,246.83
3898,2025-04-11,Otoño,C8583,Estándar,Centro,Perú,Ropa,14,100,1400,791.74
3899,2024-06-10,Invierno,C2174,Estándar,Norte,Chile,Ropa,7,61,427,244.89
3900,2024-05-22,Otoño,C4515,Estándar,Sur,Chile,Deportes,7,71,497,372.31
3901,2025-07-18,Invierno,C2037,Estándar,Norte,Colombia,Hogar,10,116,1160,756.78
3902,2025-05-06,Otoño,C6024,Premium,Sur,Perú,Electrónica,7,118,826,558.51
3903,2024-09-10,Primavera,C9642,Estándar,Centro,Colombia,Ropa,15,111,1665,1064.08
3904,2024-05-18,Otoño,C8750,Premium,Sur,Perú,Hogar,13,185,2405,1541.68
3905,2025-01-11,Verano,C9689,Estándar,Centro,Perú,Ropa,20,113,2260,1315.53
3906,2024-01-19,Verano,C7602,Premium,Norte,Colombia,Electrónica,17,104,1768,985.51
3907,2025-08-12,Invierno,C3973,Premium,Sur,Chile,Deportes,5,117,585,375.95
3908,2024-03-23,Otoño,C9068,Estándar,Norte,Colombia,Deportes,16,67,1072,714.16
3909,2024-12-15,Verano,C6144,Premium,Sur,Colombia,Hogar,9,136,1224,734.93
3910,2024-10-30,Primavera,C3800,Económico,Sur,Perú,Deportes,6,54,324,233.28
3911,2025-12-25,Verano,C5135,Estándar,Norte,Colombia,Ropa,13,117,1521,934.74
3912,2025-02-27,Verano,C8276,Estándar,Centro,Colombia,Electrónica,13,78,1014,669.08
3913,2024-06-05,Invierno,C5293,Estándar,Sur,Colombia,Deportes,11,109,1199,875.95
3914,2024-11-12,Primavera,C1564,Estándar,Sur,Colombia,Ropa,7,74,518,305.52
3915,2024-03-19,Otoño,C8260,Estándar,Norte,Chile,Ropa,15,112,1680,1233.11
3916,2024-10-29,Primavera,C1708,Estándar,Centro,Perú,Electrónica,9,71,639,424.37
3917,2024-12-15,Verano,C6417,Estándar,Sur,Perú,Ropa,18,87,1566,936.96
3918,2024-09-11,Primavera,C1607,Premium,Norte,Chile,Hogar,5,103,515,366.3
3919,2024-09-03,Primavera,C6118,Premium,Norte,Perú,Ropa,9,192,1728,955.49
3920,2024-07-08,Invierno,C8589,Estándar,Sur,Chile,Ropa,6,80,480,314.53
3921,2024-09-11,Primavera,C6130,Estándar,Centro,Perú,Deportes,6,63,378,258.94
3922,2024-08-03,Invierno,C9295,Premium,Centro,Perú,Hogar,7,182,1274,757.24
3923,2024-03-08,Otoño,C4116,Premium,Norte,Chile,Hogar,7,141,987,722.46
3924,2024-12-08,Verano,C7234,Premium,Centro,Perú,Hogar,21,152,3192,2210.83
3925,2025-04-12,Otoño,C3610,Económico,Centro,Colombia,Ropa,10,57,570,376.65
3926,2025-10-17,Primavera,C8315,Estándar,Centro,Chile,Electrónica,13,62,806,449.64
3927,2024-03-20,Otoño,C5545,Económico,Sur,Perú,Electrónica,8,38,304,184.36
3928,2024-11-14,Primavera,C7131,Premium,Norte,Chile,Hogar,8,122,976,553.63
3929,2025-06-24,Invierno,C3518,Estándar,Sur,Chile,Hogar,7,101,707,527.52
3930,2024-06-19,Invierno,C6457,Estándar,Centro,Chile,Hogar,6,61,366,248.83
3931,2024-10-20,Primavera,C7782,Premium,Sur,Perú,Ropa,10,138,1380,777.83
3932,2024-12-30,Verano,C6971,Premium,Centro,Colombia,Electrónica,17,129,2193,1333.78
3933,2024-09-15,Primavera,C1282,Premium,Norte,Chile,Hogar,10,153,1530,1021.57
3934,2025-02-21,Verano,C3381,Estándar,Norte,Colombia,Ropa,11,62,682,427.76
3935,2025-03-04,Otoño,C6373,Premium,Norte,Perú,Deportes,14,165,2310,1316.32
3936,2025-01-22,Verano,C8695,Estándar,Centro,Chile,Ropa,18,72,1296,867.4
3937,2024-04-20,Otoño,C1329,Económico,Norte,Perú,Deportes,5,21,105,77.9
3938,2025-04-09,Otoño,C9972,Estándar,Centro,Chile,Hogar,7,93,651,411.55
3939,2024-01-22,Verano,C3374,Estándar,Sur,Chile,Electrónica,15,108,1620,1072.66
3940,2024-02-20,Verano,C8856,Estándar,Norte,Perú,Deportes,28,96,2688,1916.76
3941,2025-04-18,Otoño,C2373,Estándar,Centro,Perú,Electrónica,16,109,1744,1204.63
3942,2024-10-14,Primavera,C7689,Estándar,Norte,Perú,Ropa,12,62,744,463.75
3943,2024-10-28,Primavera,C1220,Económico,Norte,Perú,Electrónica,7,25,175,104.49
3944,2025-07-21,Invierno,C9766,Estándar,Sur,Perú,Hogar,7,83,581,332.3
3945,2025-07-29,Invierno,C7956,Económico,Centro,Colombia,Electrónica,6,35,210,156.28
3946,2024-05-11,Otoño,C4595,Premium,Centro,Colombia,Electrónica,16,165,2640,1799.38
3947,2025-08-21,Invierno,C7767,Estándar,Centro,Colombia,Deportes,8,96,768,472.52
3948,2025-06-02,Invierno,C6072,Estándar,Norte,Colombia,Hogar,10,119,1190,671.54
3949,2025-05-23,Otoño,C3493,Estándar,Sur,Perú,Hogar,10,52,520,350.66
3950,2024-06-26,Invierno,C1296,Estándar,Sur,Perú,Ropa,8,112,896,661.76
3951,2024-06-02,Invierno,C5287,Premium,Norte,Perú,Ropa,6,165,990,570.95
3952,2025-09-26,Primavera,C7626,Premium,Centro,Chile,Hogar,6,130,780,534.4
3953,2025-10-08,Primavera,C9975,Económico,Centro,Colombia,Deportes,6,29,174,108.05
3954,2024-06-23,Invierno,C8854,Premium,Norte,Chile,Ropa,3,135,405,301.16
3955,2024-02-02,Verano,C3245,Económico,Centro,Chile,Ropa,12,58,696,445.17
3956,2025-08-29,Invierno,C4941,Económico,Centro,Colombia,Deportes,7,56,392,265.58
3957,2025-03-18,Otoño,C3245,Estándar,Sur,Colombia,Electrónica,10,93,930,583.4
